"code","lambdaZ_hat_T","lambdaZ_lo_T","lambdaZ_hi_T"
131,0.00184296091518473,0.000906054649502435,0.0102917751274332
132,0.00198585184098083,0.000912217934159567,0.0100261080027888
133,0.00193035200666016,0.000912163929951993,0.00932866267990574
134,0.00186736094955087,0.000913548385054198,0.00992195939707551
135,0.0018164623085759,0.000920587010707845,0.0104098610836572
136,0.00199797570204404,0.000898351012360114,0.0108553623139436
137,0.00192929008891722,0.00090520040035036,0.00963791164350411
138,0.00187598862249186,0.000903914402219218,0.0105268845109276
139,0.00180683000247896,0.00089912358388268,0.0100052247351028
140,0.00194975738784129,0.000908630092564477,0.0108809112731452
141,0.00189900167696611,0.000905680577318339,0.0100390729412188
142,0.00184360793402483,0.000916875174459515,0.0101860288709796
143,0.00178679878037249,0.000923335800226468,0.00930751860868206
144,0.00225305805799724,0.000901905894949252,0.0109571225516196
145,0.00216015757775367,0.000904670309314712,0.0103776912943688
146,0.0021159459051851,0.000911308677044007,0.0104888980029549
147,0.00203732358630921,0.000903027951968366,0.0101224580978524
148,0.0021461522245632,0.00091402030760182,0.0108510386242725
149,0.00209196931254683,0.000916392090089606,0.0106240952737976
150,0.00205359124512963,0.000918388214146165,0.0107923584746582
151,0.00200211224038037,0.000923580404448458,0.0103202458461587
152,0.00216200909743307,0.000910907490612334,0.0113872460964347
153,0.00208323825497274,0.000908485138315176,0.0105579504484589
154,0.00207100413389857,0.000906363561040299,0.0103439603668424
155,0.00198814198715402,0.000903987310259969,0.00962734932346736
156,0.00209025984314049,0.00090713226689727,0.0117269290432043
157,0.00203405751618179,0.000911803944158873,0.0104689240769155
158,0.00202441067203004,0.000926379632085572,0.0105443754589141
159,0.00195832294308971,0.000914043522615379,0.010254253469463
160,0.00196545170895656,0.000910278229592657,0.0109227452957852
161,0.00189497574515666,0.000916442839248938,0.0128065207464133
162,0.00183640237512212,0.000915243533626029,0.0117747452365289
163,0.00177779597513964,0.000912483594270917,0.010445910604821
164,0.00190853622882677,0.000915765102586145,0.0106802179185912
165,0.00186963209075141,0.000924119367120323,0.00995319076530929
166,0.00180563809346016,0.000928876579183695,0.00993189300127187
167,0.00176761904328189,0.000925959811703968,0.0108869775838348
168,0.00189534431249961,0.000902261233333397,0.0109620397626824
169,0.00184270515486427,0.000906158170738704,0.0103966724556087
170,0.00179630868985516,0.000913478497940691,0.0103605876766198
171,0.00174305890502572,0.00090811563520071,0.0110133481351322
172,0.00185992926853205,0.000913304141704316,0.0100339068182337
173,0.00182374527236672,0.000915465378514311,0.0103621258013888
174,0.00177533668307704,0.000918416787515343,0.0106730686787229
175,0.00173192775322687,0.000919950496617176,0.0102529410669445
176,0.00214989275075495,0.00090419761704413,0.0099495023050589
177,0.00208331383349868,0.000905999688469386,0.0104979967290628
178,0.00203841132822185,0.000907179498329534,0.0105299638167047
179,0.00198019003706654,0.000908032458936229,0.0115787757171824
180,0.00207730236143327,0.000918448587720339,0.00964273096261233
