"code","lambdaZM_hat_T","lambdaZM_lo_T","lambdaZM_hi_T"
47,3.24281386071132e-06,1.58586930707597e-06,1.72114148764459e-05
48,3.9717883602181e-06,1.58056308101942e-06,1.83500352551675e-05
49,3.85847878378217e-06,1.57700595213804e-06,1.85267950387369e-05
50,3.71154728243116e-06,1.59531399831196e-06,1.77101722538602e-05
51,3.6224289100729e-06,1.59307277202743e-06,1.75698993102938e-05
52,3.82327982070659e-06,1.59388644944543e-06,1.73166955632635e-05
53,3.77868808598113e-06,1.5815874081558e-06,1.77779534841892e-05
54,3.65244619949351e-06,1.61818169114241e-06,1.84167770017937e-05
55,3.61111704516846e-06,1.60389756700051e-06,1.82641508195265e-05
56,3.79344692007338e-06,1.59889319893089e-06,1.8847109162852e-05
57,3.72823057214647e-06,1.58642882512669e-06,1.80183300521845e-05
58,3.60742640253969e-06,1.60185048298575e-06,1.82423228844022e-05
59,3.53559047626049e-06,1.5915575922689e-06,1.63538015990116e-05
60,3.71237891137434e-06,1.57771614648449e-06,1.75586742474394e-05
61,3.68226187984007e-06,1.5897138767269e-06,1.86015623486237e-05
62,3.58618675326113e-06,1.60131904828409e-06,1.68226917288406e-05
63,3.53843288358213e-06,1.59997306846271e-06,1.77388179953398e-05
64,3.71237957193586e-06,1.59050745450748e-06,1.79679278004944e-05
65,3.64266134750056e-06,1.58277286071577e-06,1.73597988843426e-05
66,3.41854360055363e-06,1.59699350118461e-06,1.91413751429771e-05
67,3.37649906403563e-06,1.59874277522904e-06,1.8168723935352e-05
68,3.60547772781479e-06,1.58757499370874e-06,1.88988263022721e-05
69,3.57481955069903e-06,1.5950545326315e-06,1.8091402535288e-05
70,3.3733854085058e-06,1.60409098747068e-06,1.91272845545618e-05
71,3.35739837864581e-06,1.60110266904569e-06,1.8387229598907e-05
72,3.52761033743149e-06,1.58190974584769e-06,1.80377583408665e-05
73,3.50537357032151e-06,1.57869171286525e-06,1.79969604392804e-05
74,3.26859614577148e-06,1.57866230545358e-06,1.80161674700413e-05
75,3.25067831010703e-06,1.58597094535016e-06,1.76247029772671e-05
76,3.48447502504303e-06,1.58005979637455e-06,1.82839051137568e-05
77,3.4853918929296e-06,1.57262553209923e-06,1.79212829802415e-05
78,3.25861606980764e-06,1.59432141945851e-06,1.82510052881165e-05
79,3.25691212420943e-06,1.59230510035831e-06,1.84667667296613e-05
80,3.97575604724567e-06,1.57637124115848e-06,1.92954869255599e-05
81,3.89985013234465e-06,1.56535797191513e-06,1.8173367900302e-05
82,3.69454668920012e-06,1.58932807351156e-06,2.01942554462237e-05
83,3.65059228387228e-06,1.59436958918165e-06,1.93210857039929e-05
84,3.79480034938266e-06,1.58792637920328e-06,1.93342984556768e-05
85,3.77002377127773e-06,1.57334885404458e-06,1.89843378373295e-05
86,3.60524809267662e-06,1.59591170973914e-06,2.13462319445792e-05
87,3.59759516451087e-06,1.5960268530089e-06,1.95113978217169e-05
88,3.74749576189625e-06,1.56608137456286e-06,1.87591728281708e-05
89,3.72164525313603e-06,1.57690768845821e-06,1.89660278699311e-05
90,3.52774259041167e-06,1.59048325921241e-06,1.93182547157325e-05
91,3.5058311347305e-06,1.59501236253348e-06,1.92861146145811e-05
92,3.63861453102742e-06,1.5966958528332e-06,2.01830942446571e-05
93,3.64151470924847e-06,1.57402737587752e-06,1.84951964216905e-05
94,3.47807004871403e-06,1.6077175407299e-06,1.95374511561077e-05
95,3.47832701186406e-06,1.60124113378891e-06,1.86016234806402e-05
96,3.53818670844815e-06,1.58325954518664e-06,1.90190376023087e-05
97,3.48360920485142e-06,1.58658222682493e-06,1.82063728218767e-05
98,3.28018697479252e-06,1.59669028429018e-06,1.99184437772227e-05
99,3.24931078849258e-06,1.61100362140848e-06,1.9052075474222e-05
100,3.47472321103828e-06,1.57783938146871e-06,1.89892933314734e-05
101,3.46132459058134e-06,1.60376979193359e-06,1.77658095853063e-05
102,3.26894708615617e-06,1.6092862296372e-06,1.8430711720038e-05
103,3.26611252398772e-06,1.60381754646444e-06,2.03329964896673e-05
104,3.37116294132844e-06,1.5789411447956e-06,2.01438800849205e-05
105,3.36589666591581e-06,1.57741245864791e-06,1.756788485481e-05
106,3.15311129430607e-06,1.58698173758299e-06,1.79026906357495e-05
107,3.15172033259743e-06,1.58496491958871e-06,1.84748485412126e-05
108,3.35665359458613e-06,1.58236889143823e-06,1.88591448315799e-05
109,3.36938862786285e-06,1.56782290182584e-06,1.86897808307213e-05
110,3.16985657981784e-06,1.58928075949475e-06,1.87750096994242e-05
111,3.179981871533e-06,1.56808809095846e-06,1.81477846027733e-05
112,3.8003346577273e-06,1.57548628620726e-06,1.83372809635697e-05
113,3.75424202124351e-06,1.58334239486084e-06,1.82430682467243e-05
114,3.56338758017796e-06,1.59966914219794e-06,1.84448571167826e-05
115,3.53935878088838e-06,1.59629890374847e-06,1.96790505665287e-05
116,3.67827008873148e-06,1.59381879733872e-06,2.01715683473034e-05
117,3.68165700184289e-06,1.58020059467746e-06,1.9186658171242e-05
118,3.52150715065089e-06,1.62065761769133e-06,1.99782872374025e-05
119,3.53169250473715e-06,1.5962583463535e-06,1.83300796577854e-05
120,3.61161940444762e-06,1.58731373093741e-06,1.91907210999678e-05
121,3.61903258282317e-06,1.5779088264915e-06,1.83712559355311e-05
122,3.43353654967447e-06,1.58631535019897e-06,1.87778826175023e-05
123,3.43818230148136e-06,1.58117773388759e-06,1.80073748841768e-05
124,3.54387047678789e-06,1.62119794440727e-06,1.83065070891696e-05
125,3.5722265977747e-06,1.57241238728792e-06,1.77644117774972e-05
126,3.42253494823944e-06,1.6004725390529e-06,1.76373842454678e-05
127,3.4420074803461e-06,1.58847629027228e-06,1.97607412790292e-05
128,3.58795130890167e-06,1.56592485403555e-06,1.92258345851172e-05
129,3.43892654229539e-06,1.59137561958929e-06,1.75700275677886e-05
130,3.32520994957749e-06,1.57166774126569e-06,1.78933877370638e-05
131,3.20134804981427e-06,1.5738783504907e-06,1.78775111082769e-05
132,3.44955927494905e-06,1.58458439376866e-06,1.74160293023567e-05
133,3.35315230022507e-06,1.58449058479899e-06,1.62045194944886e-05
134,3.24373256366361e-06,1.5868954771681e-06,1.72351161136699e-05
135,3.15531817371054e-06,1.59912204709914e-06,1.80826344196579e-05
136,3.47061924353066e-06,1.56049661052061e-06,1.88565002586e-05
137,3.35130767711483e-06,1.5723944618013e-06,1.67417059092224e-05
138,3.2587194164593e-06,1.57016059586563e-06,1.82859120462141e-05
139,3.13858620501573e-06,1.56183861963037e-06,1.73797536506435e-05
140,3.38686076288875e-06,1.57835206968689e-06,1.89008805327778e-05
141,3.29869465220868e-06,1.57322856174739e-06,1.74385502793437e-05
142,3.20247196540297e-06,1.5926743358987e-06,1.76938226919445e-05
143,3.10379061423701e-06,1.60389688084211e-06,1.61677908093497e-05
144,3.91371458865953e-06,1.56667168257465e-06,1.90332646900911e-05
145,3.75234015645963e-06,1.57147365773584e-06,1.80267533147723e-05
146,3.67554148395917e-06,1.58300495251753e-06,1.82199269066403e-05
147,3.53896918601655e-06,1.56862077168464e-06,1.75833959493593e-05
148,3.72801190850068e-06,1.58771523862644e-06,1.88489897165248e-05
149,3.63389251709758e-06,1.59183518559835e-06,1.84547737315437e-05
150,3.56722721222357e-06,1.59530258840814e-06,1.87470583185322e-05
151,3.47780469104986e-06,1.6043217749582e-06,1.79269666768231e-05
152,3.7555563716631e-06,1.58230806448801e-06,1.97804184468679e-05
153,3.61872607818544e-06,1.57810027432894e-06,1.83398756857639e-05
154,3.59747458048992e-06,1.57441495077406e-06,1.79681604069328e-05
155,3.45353741410812e-06,1.57028724207508e-06,1.67233584432656e-05
156,3.63092305284845e-06,1.57575024496062e-06,2.0370470753586e-05
157,3.53329580078802e-06,1.58386526507177e-06,1.81852308430142e-05
158,3.5165385785064e-06,1.60918422313234e-06,1.83162950086333e-05
159,3.40173971304128e-06,1.58775556467881e-06,1.78123334446711e-05
160,3.41412286263355e-06,1.58121499543725e-06,1.8973549066164e-05
161,3.29170133572505e-06,1.59192334032856e-06,2.22457947309896e-05
162,3.18995542110139e-06,1.58984006515685e-06,2.04535307230014e-05
163,3.08815213121896e-06,1.58504586339202e-06,1.81452548818302e-05
164,3.31525681516802e-06,1.59074606579938e-06,1.85522625702816e-05
165,3.24767768989679e-06,1.60525798965721e-06,1.7289367117565e-05
166,3.13651577824678e-06,1.61352158951771e-06,1.72523714575893e-05
167,3.0704741106557e-06,1.60845496666855e-06,1.89114181257e-05
168,3.2923415621861e-06,1.56728892943743e-06,1.90418062190604e-05
169,3.20090377679883e-06,1.57405817389613e-06,1.80597248786388e-05
170,3.12030997171518e-06,1.58677407851407e-06,1.79970431712341e-05
171,3.02781148549543e-06,1.57745842236933e-06,1.91309323403623e-05
172,3.23082322991682e-06,1.58647120991133e-06,1.74295763734907e-05
173,3.16796917555031e-06,1.59022542476736e-06,1.79997149982322e-05
174,3.08388017418305e-06,1.59535222228748e-06,1.85398438559608e-05
175,3.0084759202049e-06,1.59801637897235e-06,1.78100537125245e-05
176,3.73450945607782e-06,1.57065255921653e-06,1.72829600120577e-05
177,3.6188573632087e-06,1.57378287945031e-06,1.82357320107209e-05
178,3.54085866746026e-06,1.57583228916043e-06,1.82912610091047e-05
179,3.43972433771837e-06,1.57731393955915e-06,2.01131183825042e-05
180,3.60841502869441e-06,1.5954074613994e-06,1.67500773932303e-05
181,3.55938857112601e-06,1.59565218811032e-06,1.80692502926752e-05
182,3.47806090799398e-06,1.60951258727131e-06,1.81143952456612e-05
183,3.42101404664857e-06,1.5901822443556e-06,1.80393421793228e-05
184,3.58564524314226e-06,1.56157205251444e-06,1.90608159489348e-05
185,3.49509107325216e-06,1.57912428161418e-06,1.87475006970465e-05
186,3.46567098949383e-06,1.57464420002302e-06,1.88990801863287e-05
187,3.36216645247008e-06,1.57706372828751e-06,1.82889479517999e-05
188,3.49953710987056e-06,1.59400812573766e-06,1.8374050597246e-05
189,3.44328660757025e-06,1.58607896176138e-06,1.76350227933196e-05
190,3.41983637513385e-06,1.60055312781003e-06,1.82539597865212e-05
191,3.33854493897932e-06,1.59349799796373e-06,1.74673825872036e-05
192,3.43582238215528e-06,1.59182988583018e-06,1.87519050565416e-05
193,3.34934599380779e-06,1.60013190668546e-06,1.84274481971257e-05
194,3.19757459224242e-06,1.59273987309132e-06,1.84141072733191e-05
195,3.13236821433591e-06,1.59322059272706e-06,1.89055741315164e-05
196,3.31913727689271e-06,1.59623861881758e-06,1.83615352330071e-05
197,3.26535296864939e-06,1.59639476599032e-06,1.78936020716151e-05
198,3.1293235992338e-06,1.62456347795546e-06,1.83074417825057e-05
199,3.08399520585136e-06,1.60265046946281e-06,1.90604584814108e-05
200,3.28877842064968e-06,1.57599695242196e-06,1.86162979695018e-05
201,3.24021409943329e-06,1.57253577971239e-06,1.79671931424482e-05
202,3.08968807047203e-06,1.58634117032255e-06,1.78097276259711e-05
203,3.03931006552666e-06,1.58628731338006e-06,1.90755886672608e-05
204,3.21197821504102e-06,1.57583191587681e-06,1.88815965842382e-05
205,3.17910564651824e-06,1.59087572416097e-06,1.72468384056438e-05
206,3.0386741356332e-06,1.60224433687608e-06,1.73727736605401e-05
207,2.99779772307499e-06,1.59222284371175e-06,1.73224272233739e-05
208,3.71949596482132e-06,1.59057211009575e-06,1.86282707122414e-05
209,3.61963572299577e-06,1.5661716364865e-06,1.88148200099201e-05
210,3.50119626160598e-06,1.59094677227465e-06,2.1677611218381e-05
211,3.42648236315579e-06,1.59464462667662e-06,2.09763732362157e-05
212,3.54597403396538e-06,1.57994518009719e-06,2.03068100149621e-05
213,3.49394606589577e-06,1.5770778780385e-06,1.9103060033978e-05
214,3.39828231556413e-06,1.605733035102e-06,2.00149007852842e-05
215,3.35470237637388e-06,1.59824305981863e-06,1.84405208460647e-05
216,3.53347702459655e-06,1.58428529484998e-06,2.28477580506394e-05
217,3.46965152602705e-06,1.58172618894423e-06,1.87912610753313e-05
218,3.37940015116888e-06,1.58248460388942e-06,1.87891881424146e-05
219,3.31331177701394e-06,1.58865916728187e-06,1.86708880865175e-05
220,3.41009709520172e-06,1.58301885876789e-06,1.92533048295031e-05
221,3.37106943840937e-06,1.58571797905212e-06,1.81782920614106e-05
222,3.29907365942208e-06,1.60960874669292e-06,1.84212610048023e-05
223,3.25003066230099e-06,1.59392565169989e-06,1.87043397120318e-05
224,3.32331124895769e-06,1.58819284399663e-06,2.14331937495126e-05
225,3.24588118272293e-06,1.59267406396417e-06,2.06803109506299e-05
226,3.10897436719602e-06,1.59672816016584e-06,2.22843746378661e-05
227,3.05253053213092e-06,1.59031535761312e-06,1.93765670410704e-05
228,3.24238968386003e-06,1.59363062828616e-06,1.99187570835464e-05
229,3.20553004030304e-06,1.59537131202573e-06,2.06745150805647e-05
230,3.06936902080496e-06,1.6010727273675e-06,1.92530260431583e-05
231,3.0393232097077e-06,1.59550687160395e-06,1.88269553056865e-05
232,3.17229888005515e-06,1.59546679722523e-06,1.82759134470209e-05
233,3.13604743722377e-06,1.58558113081175e-06,1.86903949574008e-05
234,3.00247745507995e-06,1.57576621343888e-06,2.04939739047421e-05
235,2.9677175991644e-06,1.58270476052004e-06,1.81327445509571e-05
236,3.12151555946144e-06,1.58528890142879e-06,2.06156555302467e-05
237,3.10183186402911e-06,1.58860551442459e-06,1.90530205633359e-05
238,2.97646182896917e-06,1.59927535570147e-06,1.73434891851269e-05
239,2.95122881817357e-06,1.60385068180282e-06,2.05592601377667e-05
240,3.61838902218702e-06,1.57817363028166e-06,1.89493389825377e-05
241,3.54169374450786e-06,1.57655359120479e-06,2.0177107678778e-05
242,3.42719688181111e-06,1.59111764791046e-06,2.01063934453587e-05
243,3.3710669637206e-06,1.5897791713852e-06,2.17123486502106e-05
244,3.49466495431217e-06,1.58718835061011e-06,1.80770508260088e-05
245,3.47172797032809e-06,1.57838987194365e-06,1.8738534803383e-05
246,3.36667838983794e-06,1.60967897995607e-06,1.95289731797654e-05
247,3.34587758360425e-06,1.58536131288584e-06,2.03795448243515e-05
248,3.44022317204522e-06,1.58757400574891e-06,2.09295071255746e-05
249,3.40411749309242e-06,1.58215856783835e-06,1.91368597895015e-05
250,3.31336568963332e-06,1.58533553469375e-06,1.87788415690736e-05
251,3.27347693482318e-06,1.58969931077654e-06,2.07902818675632e-05
252,3.35403356722535e-06,1.59280245244799e-06,2.0755963290591e-05
253,3.34203373708317e-06,1.57845375308031e-06,1.8991330967774e-05
254,3.27006840270279e-06,1.61524518556263e-06,1.78870027365492e-05
255,3.24568365856507e-06,1.61770061492564e-06,1.75651027639725e-05
256,3.97200634459568e-06,1.54361834839093e-06,1.85472281410553e-05
257,3.78974543410668e-06,1.54856841461264e-06,1.72122856847817e-05
258,3.61086331127317e-06,1.58469584689143e-06,1.81830999153962e-05
259,3.46553784786675e-06,1.58313983249668e-06,1.77322571684845e-05
260,3.79145381810021e-06,1.57507352703287e-06,1.75828323955096e-05
261,3.68216149011809e-06,1.57815027087819e-06,1.77504944425461e-05
262,3.51962514843333e-06,1.59884130784472e-06,1.7799919576022e-05
263,3.42587661552948e-06,1.58668934133757e-06,1.85172557303108e-05
264,3.78652522511718e-06,1.56555782103142e-06,1.85837749016485e-05
265,3.67361747660272e-06,1.57571457477976e-06,1.74435616263962e-05
266,3.48465038879081e-06,1.57717120114666e-06,1.72530729910457e-05
267,3.3773449427471e-06,1.56754223806314e-06,1.74083021243653e-05
268,3.70608283807956e-06,1.57853026719965e-06,1.9228115866659e-05
269,3.6481574411987e-06,1.56031849085601e-06,1.7138960211396e-05
270,3.45226425085244e-06,1.59340878168265e-06,1.77607837100193e-05
271,3.38505096960501e-06,1.59625864633305e-06,1.70563667496424e-05
272,4.34168496044692e-06,1.55501625741722e-06,2.02259954975162e-05
273,4.11068871984915e-06,1.57570600875547e-06,1.75190395765937e-05
274,3.96946159091971e-06,1.58679389023436e-06,1.84752563183982e-05
275,3.78745549775424e-06,1.56955187316632e-06,2.02445356391366e-05
276,4.05294128527385e-06,1.59000474602555e-06,2.0136215582883e-05
277,3.91228052106602e-06,1.57368907531836e-06,1.85600278235429e-05
278,3.80594637317375e-06,1.59833651044462e-06,2.00127430505802e-05
279,3.69056802896802e-06,1.58108891776226e-06,1.8637074369054e-05
280,4.08655896961008e-06,1.57521737323862e-06,1.88833538920958e-05
281,3.93107745824516e-06,1.55717894615041e-06,1.80726437765276e-05
282,3.81403839726681e-06,1.58211816648468e-06,1.8347628594216e-05
283,3.66741139974576e-06,1.55561008876272e-06,1.7125399588311e-05
284,3.91117272836861e-06,1.59226759210286e-06,2.06141163381595e-05
285,3.81804709084835e-06,1.5580752812066e-06,1.83288636043155e-05
286,3.7186453475482e-06,1.59579772600178e-06,2.03290419218142e-05
287,3.62100618381892e-06,1.59288720704736e-06,1.86561454183946e-05
288,3.67199734368497e-06,1.56662419723799e-06,1.76212514414615e-05
289,3.53499092103716e-06,1.55597604231929e-06,1.97831872410163e-05
290,3.39307332517743e-06,1.60001462450484e-06,2.01539269880944e-05
291,3.28392869359688e-06,1.59112495518663e-06,1.79992342661767e-05
292,3.56089166973507e-06,1.57849168621344e-06,1.73830765074398e-05
293,3.48255214012585e-06,1.5765754310853e-06,1.7297666100315e-05
294,3.35307333433257e-06,1.6034851754288e-06,1.74094033110715e-05
295,3.28444523619887e-06,1.58874232896309e-06,1.76863561429475e-05
296,3.53226250880556e-06,1.56620876725083e-06,1.81720872525334e-05
297,3.45687745191238e-06,1.5553857197213e-06,1.74189501316616e-05
298,3.30719772071919e-06,1.59208285488526e-06,1.77910068191019e-05
299,3.23363461654347e-06,1.57964973801701e-06,1.70216273154772e-05
300,3.49223908588398e-06,1.5901367488524e-06,1.75319881160705e-05
301,3.45384192528896e-06,1.57252161322991e-06,1.74486183091638e-05
302,3.3099417503677e-06,1.60008385768521e-06,1.71695159644186e-05
303,3.26128852396069e-06,1.58649677696932e-06,1.71763990768038e-05
304,3.99352758209002e-06,1.5651174886865e-06,1.77115079058252e-05
305,3.83624463777818e-06,1.56951114934082e-06,1.80851595196216e-05
306,3.72522735043312e-06,1.58277540698846e-06,1.78214553080584e-05
307,3.597266770647e-06,1.59310962011048e-06,1.8332999961378e-05
308,3.80519832994838e-06,1.59500907577937e-06,1.78164485047629e-05
309,3.7174997114021e-06,1.56719815008316e-06,1.84618744054323e-05
310,3.63919693949587e-06,1.61629188919853e-06,1.78287365583127e-05
311,3.56048444614096e-06,1.59446069887683e-06,1.79797347062054e-05
312,3.81847184113487e-06,1.58454532429839e-06,1.82845811140345e-05
313,3.72651612970815e-06,1.56585445090188e-06,1.81176080014185e-05
314,3.63229337356808e-06,1.5906080354679e-06,1.73354766256251e-05
315,3.53557495190248e-06,1.56670763991782e-06,1.786442662506e-05
316,3.70841305433249e-06,1.58762750369338e-06,1.93809973802886e-05
317,3.65668339705347e-06,1.56024641657385e-06,1.77255019843747e-05
318,3.59461743633317e-06,1.59736970794895e-06,1.82194356129148e-05
319,3.52754293732349e-06,1.58304850920815e-06,1.67483842070527e-05
320,3.72662718036894e-06,1.54762584295204e-06,1.77794018531124e-05
321,3.64035347106761e-06,1.55325275820228e-06,1.9395314205626e-05
322,3.43573794700801e-06,1.5877587363017e-06,2.10866226327104e-05
323,3.37140238062278e-06,1.5715256409056e-06,2.09181872233929e-05
324,3.61372895172774e-06,1.5686901145995e-06,1.90254002822012e-05
325,3.56479769840907e-06,1.56905834629428e-06,1.83966374189478e-05
326,3.398838722085e-06,1.60265227085247e-06,1.96255194788993e-05
327,3.35889293176032e-06,1.58390646703644e-06,2.14233183157235e-05
328,3.53821303248208e-06,1.56074066418283e-06,1.85462199544204e-05
329,3.5132932484571e-06,1.55058451703965e-06,1.81226959346531e-05
330,3.28258824794177e-06,1.59176945478107e-06,1.88179258929413e-05
331,3.2558732014217e-06,1.57421272657454e-06,1.82777262109432e-05
332,3.49171764406247e-06,1.56736114491362e-06,1.98022169489795e-05
333,3.49290723844958e-06,1.55785434788791e-06,1.7408512414915e-05
334,3.28200906112976e-06,1.60160777412566e-06,1.92965079744429e-05
335,3.27414573322673e-06,1.58525106309183e-06,1.80121410770111e-05
336,4.02688330172178e-06,1.56277094740039e-06,1.84072902850338e-05
337,3.91723385770877e-06,1.56143810614811e-06,2.02726578611268e-05
338,3.73110493800376e-06,1.57828733942491e-06,2.14982885814592e-05
339,3.65291811412072e-06,1.57636766414889e-06,2.29161359243532e-05
340,3.80799531728597e-06,1.56317666452368e-06,2.2462805550929e-05
341,3.74966642738776e-06,1.56199042281892e-06,1.93944711252781e-05
342,3.62009259239362e-06,1.59794999355123e-06,2.10118331869212e-05
343,3.57814465023816e-06,1.59000188240599e-06,2.00779397959338e-05
344,3.78823848804413e-06,1.56450354887014e-06,2.13531232222948e-05
345,3.74558401864288e-06,1.56680971472456e-06,1.92536373116686e-05
346,3.56061225492063e-06,1.5860663131497e-06,1.80082797001927e-05
347,3.51957019535004e-06,1.57675307877729e-06,1.98676651901595e-05
348,3.64923797643702e-06,1.57469712702998e-06,2.14626238184793e-05
349,3.63869087489535e-06,1.57911084096545e-06,2.01877460736724e-05
350,3.49616903644127e-06,1.62106873065288e-06,2.11810051626713e-05
351,3.48112343931276e-06,1.58402478117523e-06,1.95733144142174e-05
352,3.52486949564275e-06,1.56700523140914e-06,1.95551359944721e-05
353,3.47236867701703e-06,1.56119445721378e-06,1.94024805885572e-05
354,3.28589654129068e-06,1.58885404862022e-06,1.94122753036392e-05
355,3.25287423009383e-06,1.5762489719481e-06,2.07984712238647e-05
356,3.47481208372037e-06,1.58871553247955e-06,1.94184643689956e-05
357,3.45331090015706e-06,1.55723615153119e-06,1.93216321442761e-05
358,3.29868171204052e-06,1.59573121340644e-06,1.96619593002753e-05
359,3.28737292866498e-06,1.59051579070249e-06,2.01046973832728e-05
360,3.37725910632644e-06,1.56478577203409e-06,1.93325208152726e-05
361,3.38313868990181e-06,1.55812719391149e-06,1.86031627675271e-05
362,3.17336089600749e-06,1.5758189373307e-06,1.9267668877035e-05
363,3.1783443429947e-06,1.56155602519321e-06,2.06920031703759e-05
364,3.37368286770749e-06,1.56067491969381e-06,1.87623580058748e-05
365,3.39307994322373e-06,1.55275134611809e-06,1.80459649025508e-05
366,3.21235529883163e-06,1.60125017791661e-06,1.84343531754718e-05
367,3.22746501626835e-06,1.59718036825761e-06,2.17543628068471e-05
368,3.80295295876547e-06,1.56087901658597e-06,1.7836146943964e-05
369,3.7493427404811e-06,1.55757405399364e-06,2.14927725768888e-05
370,3.57580051662708e-06,1.57851991029479e-06,1.98244530815581e-05
371,3.5429659128692e-06,1.56980104329357e-06,2.0172595966061e-05
372,3.66845588651638e-06,1.56537869919225e-06,1.9432089264682e-05
373,3.65526032146934e-06,1.56465171168158e-06,1.95114112809778e-05
374,3.53417420176591e-06,1.59489347985061e-06,1.89507572421252e-05
375,3.53025545185642e-06,1.58908852610847e-06,1.93923790401556e-05
376,3.63411594301214e-06,1.57851436472145e-06,1.87482361539905e-05
377,3.64569327390351e-06,1.56779008423948e-06,1.82761712451422e-05
378,3.46537142117783e-06,1.58501808725932e-06,1.90177643746053e-05
379,3.47126974946288e-06,1.56271944297747e-06,1.98404439546961e-05
380,3.55476102189386e-06,1.58953809259461e-06,2.08637415898671e-05
381,3.58291890594286e-06,1.57127458504704e-06,1.85439884181223e-05
382,3.45736148200568e-06,1.59383958665566e-06,1.9135789133721e-05
383,3.47763564509779e-06,1.58195344879943e-06,1.78566032986142e-05
384,3.56296122762055e-06,1.55902856470501e-06,1.70824890751532e-05
385,3.38788399034051e-06,1.58649582543249e-06,1.69108775317825e-05
386,3.3020475982847e-06,1.58598833072456e-06,1.81986376496657e-05
387,3.15055120364523e-06,1.58182403667233e-06,1.80164311774272e-05
388,3.39613338530111e-06,1.58365456370256e-06,1.71211993743175e-05
389,3.28068616703645e-06,1.59077428053528e-06,1.66881411452192e-05
390,3.20052058057942e-06,1.60126190084815e-06,1.7485941294638e-05
391,3.09076096550205e-06,1.58538601623182e-06,1.79358646415438e-05
392,3.44644351741883e-06,1.56165394100213e-06,1.93927392460502e-05
393,3.3120533780641e-06,1.57593482802191e-06,1.75779793981092e-05
394,3.2403547745273e-06,1.5668497510185e-06,1.77731613086549e-05
395,3.10253759729885e-06,1.58353763535918e-06,1.64447718011205e-05
396,3.34058275922749e-06,1.57415618322281e-06,1.85217766981237e-05
