"x","loc_int","code","mu"
2,217,729,0.000936215317154912
3,217,985,0.000917587664286022
0,218,218,0.000917443108978587
1,218,474,0.000903665067546877
2,218,730,0.000907793566689351
3,218,986,0.000888854674206613
0,219,219,0.000917854499870359
1,219,475,0.000900129286010803
2,219,731,0.000914031444296797
3,219,987,0.000890528043917231
0,220,220,0.00100632291294468
1,220,476,0.00099988811609118
2,220,732,0.00101072619565942
3,220,988,0.000997187390361253
0,221,221,0.00100010037506841
1,221,477,0.000991054647149459
2,221,733,0.00101588615786915
3,221,989,0.000999108556089577
0,222,222,0.000985018242283323
1,222,478,0.000974381403727396
2,222,734,0.000991792756104786
3,222,990,0.000973271755393935
0,223,223,0.000978718273840775
1,223,479,0.000964811413016883
2,223,735,0.000993145808618099
3,223,991,0.000971332590685883
0,224,224,0.000933018882252238
1,224,480,0.000918759310162379
2,224,736,0.000926733012761215
3,224,992,0.000910418388257189
0,225,225,0.000927048689331766
1,225,481,0.000909504923895998
2,225,737,0.000929069414095277
3,225,993,0.000908579194181157
0,226,226,0.000934589837220032
1,226,482,0.000916404944066292
2,226,738,0.000925468939244839
3,226,994,0.00090345267384072
0,227,227,0.00092399648897125
1,227,483,0.000903488758681111
2,227,739,0.000919716006609041
3,227,995,0.000895048545414907
0,228,228,0.000991248196842076
1,228,484,0.000982857092465221
2,228,740,0.00099644774958895
3,228,996,0.000982893099557652
0,229,229,0.000981960128003907
1,229,485,0.000969875917921073
2,229,741,0.000995428010235462
3,229,997,0.000978301491141043
0,230,230,0.000992709827527707
1,230,486,0.000978829320190772
2,230,742,0.000999042170714847
3,230,998,0.00097880392674415
0,231,231,0.000978326605916348
1,231,487,0.000961705218694437
