"A","alpha","p","c","N","failed","conv_iter"
0.301938882128668,1.03377895819743,1.18520093813193,0.00775708606906582,388,FALSE,30
0.218176563952432,1.07155014608988,1.25326261759994,0.00815524064078973,296,FALSE,30
0.217153077667336,1.349421706453,1.15014959920611,0.0126900846378268,570,FALSE,30
0.220010273474472,1.33761842392073,1.15630711598506,0.0111116390471813,446,FALSE,30
0.257946165139667,1.36522276663559,1.08583356949654,0.00397971144182052,371,FALSE,30
0.361630290869358,1.12647398828525,1.07009175356327,0.00222811175217776,319,FALSE,30
0.193621839900744,1.44635265767205,1.11973168099246,0.00768309981005114,437,FALSE,30
0.180839256108079,1.4296881586789,1.12578042386854,0.013051439651765,261,FALSE,30
0.174887732715089,1.29122714422254,1.21964473493237,0.0118663722327056,372,FALSE,30
0.320063682951445,1.15999755151927,1.11439857928422,0.00457804462954676,480,FALSE,30
0.222746853105719,1.23169015075375,1.13096453142615,0.00691240026893881,280,FALSE,30
0.254543517318679,1.24070208633364,1.09844281514023,0.00574751915239787,259,FALSE,30
0.0985286958696036,1.97098896786978,1.07766135744448,0.00634944623108385,316,FALSE,30
0.139812158381473,1.52418792206201,1.133712579328,0.00699750145284074,345,FALSE,30
0.231525831208568,1.29536787591691,1.13085437356167,0.0097784874363618,422,FALSE,30
0.298349732504708,1.17966436982307,1.11266912225782,0.00713422838210995,375,FALSE,30
0.20952440273696,1.45748377022822,1.09503193642511,0.00488695192267477,416,FALSE,30
0.11602660031829,1.33538208501063,1.32274273927175,0.011368512834529,269,FALSE,30
0.267700437837457,1.09612878779319,1.11410378418796,0.00602526549686085,248,FALSE,30
0.193867950375185,1.43182960952646,1.10756454882437,0.00717507501345089,441,FALSE,30
0.269064591502714,1.02629016450092,1.20407374735677,0.00945573187305917,316,FALSE,30
0.175547823049251,1.30519017086722,1.20098836819932,0.00699492876536663,355,FALSE,30
0.13023633291512,1.64337429869272,1.12268597390363,0.00901535150127471,283,FALSE,30
0.210513254867647,1.27127163512993,1.1639096402538,0.018337821329275,324,FALSE,30
0.407609115826587,1.19665741379928,1.06648736874986,0.00648448312684753,328,FALSE,30
0.271390600075824,1.30420889861448,1.0771316582903,0.00452854771263266,347,FALSE,30
0.0904890973420441,1.56374295973245,1.2751722186117,0.0138556559483762,334,FALSE,30
0.204003339595713,1.3897348331208,1.11833742243597,0.00859617866556759,388,FALSE,30
0.24939761131398,1.32875660327898,1.07877413239067,0.00462401370386634,388,FALSE,30
0.394476674422331,1.09732401557179,1.06728567032322,0.00355944082764573,298,FALSE,30
0.257824869342126,1.3207059012862,1.08333232212212,0.0063792609889848,280,FALSE,30
0.202767470495994,1.53450197156605,1.07780052006929,0.00686024415490577,413,FALSE,30
0.151755277819149,1.58127642987955,1.10873966345882,0.00853735727275489,354,FALSE,30
0.107705223919088,1.56490782838492,1.23092026642616,0.0247137027077484,237,FALSE,30
0.497219413144929,0.948519255056641,1.08079709429896,0.00649490881258306,318,FALSE,30
0.302438263317749,1.091030002094,1.12139478635208,0.00932111132098602,292,FALSE,30
0.451277628310334,0.809666055492881,1.09680227280599,0.0079624127841259,270,FALSE,30
0.172239015264728,1.5669342929328,1.12158389034681,0.0121357777190771,388,FALSE,30
0.218734819925522,1.37989488887355,1.10165004702683,0.00620060582055442,371,FALSE,30
0.219977473667765,1.29956815939979,1.17605851031476,0.0086802266736555,504,FALSE,30
0.204404138837085,1.31656152921629,1.13538586179257,0.00841487951557252,408,FALSE,30
0.283391215302392,1.305163863148,1.09639590794859,0.00645469078164129,507,FALSE,30
0.254393935695231,1.06397912617346,1.20352345700496,0.0100207737044225,324,FALSE,30
0.194870598655175,1.16498285129916,1.23760463648176,0.0131561968417636,266,FALSE,30
0.101352918088575,1.61716088325421,1.23539010679524,0.0155994260175855,268,FALSE,30
0.139994367736107,1.59241462989218,1.11135490367056,0.00557158202981573,306,FALSE,30
0.223948098414322,1.32499552091396,1.09351322093764,0.00336849578687095,289,FALSE,30
0.146856768333775,1.29530724995774,1.48150913978499,0.039237331678947,273,FALSE,30
0.236138524514233,1.28867493365041,1.16348612417817,0.0101682088313491,409,FALSE,30
0.224099521167555,1.0366511819473,1.40386819252767,0.0277709795465652,334,FALSE,30
0.151510999649836,1.56751752234086,1.13360988173386,0.0106260612649749,341,FALSE,30
0.337842857976911,1.20971213362689,1.09166540381411,0.00643448816331887,432,FALSE,30
0.25127394998466,1.40224035330746,1.08182221113162,0.00735207639970022,375,FALSE,30
0.305803905092979,1.36766476904776,1.07049689966448,0.00537129192774287,381,FALSE,30
0.275397917488478,1.4371699549142,1.06570376445898,0.00474081842650296,399,FALSE,30
0.142592869856326,1.78062461945781,1.0692594120145,0.00693235082518437,318,FALSE,30
0.217533687497213,1.24406168421716,1.19006354135558,0.00949457227186568,331,FALSE,30
0.302075414356298,0.98104801375199,1.19103803737286,0.0104817063740297,355,FALSE,30
0.197510260489287,1.36226142230874,1.14310994453896,0.00824679935769614,348,FALSE,30
0.222886133104661,1.31120625656003,1.09741511151264,0.00740496880608761,313,FALSE,30
0.189775468459902,1.28789781879415,1.16736821461983,0.00647285662095176,350,FALSE,30
0.155856003011693,1.44330027014166,1.16920338302321,0.00966282002977275,438,FALSE,30
0.205118428914428,1.42817677243145,1.10472652418216,0.00619930475528777,394,FALSE,30
0.372664695509361,1.27476104588364,1.06282661230019,0.00370828918858653,347,FALSE,30
0.287898946171603,1.20288779050156,1.10138700600024,0.00716324194096887,301,FALSE,30
0.334637816156833,1.04625900712042,1.11605697682454,0.00898607397698884,333,FALSE,30
0.191098842029492,1.33459754454065,1.14714952841263,0.00765410957076916,280,FALSE,30
0.297602894430736,1.27835925847308,1.08419016730645,0.00714404696699851,355,FALSE,30
0.238474373149435,1.36396188552823,1.10641679852084,0.00509329978086789,462,FALSE,30
0.215312822783137,1.2764599556594,1.09606685259535,0.00545128812817312,263,FALSE,30
0.295546516620634,1.07551389611286,1.11618400588564,0.00372563054136362,326,FALSE,30
0.296390965402448,1.14097511630626,1.12258930284443,0.00617075473468954,377,FALSE,30
0.27727545155624,1.16859080756239,1.11772656768107,0.00635713421633806,382,FALSE,30
0.202101212136303,1.11167424216756,1.14677411002739,0.00393805697152117,211,FALSE,30
0.213797167811149,1.34666742877351,1.12956429793767,0.00992277995724907,447,FALSE,30
0.521698359489979,0.953100081948668,1.07896194530018,0.00501586220193338,416,FALSE,30
0.300576365652921,1.27044312254951,1.07983701201983,0.00375349435440973,368,FALSE,30
0.10500155944731,1.80399560220073,1.1089500883923,0.00800864703016852,314,FALSE,30
0.195195284516197,1.33895108864862,1.11459913559344,0.00504503077934546,267,FALSE,30
0.264365787481363,1.16723682032239,1.15799087028311,0.0182668336759817,379,FALSE,30
0.207009722838723,1.44867747075364,1.10588966526838,0.0108085682132334,474,FALSE,30
0.378020411875479,0.99496974855982,1.1176341219241,0.00681033916829922,386,FALSE,30
0.316603506269492,1.09627858904604,1.13125562714476,0.00934473145570079,369,FALSE,30
0.453636516439468,0.945819239150884,1.09472462703009,0.00392022638252145,374,FALSE,30
0.317067203468879,1.07406444744828,1.10470088349332,0.00573714992729775,325,FALSE,30
0.213979827101319,1.34977517495881,1.11995110646756,0.00621612446647938,295,FALSE,30
0.337020569470179,1.2051748764273,1.08808141986815,0.00694308053353959,430,FALSE,30
0.314287183277869,1.2772733311553,1.07603033586546,0.00515452377538848,398,FALSE,30
0.248001028244218,1.03428165767984,1.25455048968093,0.00987522606582746,318,FALSE,30
0.150732469760808,1.54282332703872,1.11813927174031,0.00629674220019209,361,FALSE,30
0.240455537111664,1.18620009167465,1.20402659266148,0.0105507899765865,478,FALSE,30
