"code","lambdaZ_hat_T","lambdaZ_lo_T","lambdaZ_hi_T"
250,0.00190744754043927,0.000905814361564394,0.00755050107487545
251,0.00188448427155174,0.000882689900846374,0.00812711524150903
252,0.00193085933688858,0.000908041422283593,0.00981517421332887
253,0.0019239512414248,0.000904633939395483,0.00833779103334425
254,0.00188252203833676,0.000903241559803601,0.00851589264851347
255,0.00186848416126957,0.000880216307650509,0.0100645405210182
256,0.00228661561756157,0.000873620044858795,0.00920253604405879
257,0.00218169115162707,0.000884242786567977,0.00900426323538261
258,0.00207871179553158,0.000888530031092692,0.0101548903294749
259,0.00199505043010939,0.000912706699049378,0.0095409603794133
260,0.00218267463885783,0.000894624430868856,0.00867235890100061
261,0.0021197569286725,0.000917785697823867,0.00850526852344035
262,0.00202618755715742,0.000919827686769764,0.00939293672012764
263,0.00197221814198942,0.000913561500332152,0.00906134013304565
264,0.00217983733279388,0.000900563611875922,0.00931075146401216
265,0.00211483828729936,0.000917300217595149,0.00931001775538329
266,0.00200605319062303,0.000927213750160932,0.00909669102428105
267,0.00194427929413698,0.000906370594520169,0.00916589569493412
268,0.00213352803654503,0.000899458954600994,0.00821337614137591
269,0.0021001813835767,0.000918961026175394,0.00964716613372379
270,0.00198740904900348,0.000917770824951823,0.00849104579789884
271,0.00194871552102938,0.000921407376650294,0.00791283062161553
272,0.00249943322739095,0.000885545659506575,0.00980444963180725
273,0.0023664526715901,0.000913345148938205,0.00821204195820291
274,0.00228515064671473,0.000919595072417313,0.00960573264646477
275,0.00218037287472305,0.000920940477666772,0.00830367756754513
276,0.00233320846845491,0.000929459129032972,0.00899750875882859
277,0.00225223248999168,0.000952158161639436,0.00986392500883861
278,0.0021910177531166,0.000957474956966485,0.0091401738655459
279,0.00212459642824934,0.000910204606981294,0.00818370711036713
280,0.00235256159011698,0.00091632612034926,0.0104415625570446
281,0.00226305356286701,0.000936029638507832,0.00937679875613263
282,0.0021956761919668,0.000942806667670612,0.00866075608873249
283,0.00211126555577937,0.000913491764955809,0.00791830110519071
284,0.00225159475282231,0.000917727081173674,0.00833305748219422
285,0.00219798392779457,0.00092318429496816,0.0085316135902196
286,0.00214076005680246,0.000934508382725909,0.00790446580260276
287,0.00208455087250124,0.000930457319616499,0.00664929291628732
288,0.00211390560469242,0.000877169873973379,0.00925353381773048
289,0.00203503336770343,0.000894507200032311,0.00791481472133948
290,0.00195333385291258,0.00090347387618542,0.0082647154564357
291,0.00189050116900092,0.000914993160012711,0.00881399629942455
292,0.00204994398247618,0.000899912213618753,0.00881625147307031
293,0.00200484526501804,0.000911628411492575,0.00861161442781548
294,0.00193030654735638,0.000915802431530313,0.00795726215307325
295,0.0018907985336772,0.000930166909323045,0.0092900864779804
296,0.00203346266779042,0.000895485806423763,0.00871443043210461
297,0.00199006478937131,0.000906716609866321,0.00744712409147287
298,0.0019038967470054,0.000917693956007155,0.00915299299996882
299,0.0018615477353747,0.000917280062888472,0.00802340679763949
300,0.00201042187279137,0.000918191928698208,0.0100928634939508
301,0.00198831728899431,0.000926915746400859,0.00852011407649802
302,0.00190547643759625,0.000932488587406083,0.00853361054766726
303,0.0018774676134164,0.000922545318340486,0.00775600382116276
304,0.00229900502319048,0.000900805636998423,0.00802993604262403
305,0.00220845994203047,0.000924471623467132,0.0095941837636756
306,0.00214454920245979,0.000925581720165041,0.00859431970494572
307,0.00207088450135243,0.000937705488430458,0.00791213412478532
308,0.00219058711752004,0.000926455584785608,0.00935531785851269
309,0.0021401005338117,0.000942200560907681,0.00785608353295529
310,0.00209502297712986,0.000947601540335789,0.00944027561917691
311,0.00204970955086924,0.000941274674083423,0.00868021700524992
312,0.00219822844921635,0.000918040607414271,0.00944229969125654
313,0.00214529113048362,0.000928230306053741,0.00798579443942874
314,0.00209104871316907,0.000936900634435824,0.00761849648941611
315,0.00203536958421013,0.000941523019214295,0.00730493566422476
316,0.00213486950189378,0.000939390190598337,0.00801904970091899
317,0.00210508962946576,0.000945130385189531,0.00839012108150816
318,0.00206935932523422,0.000943084082547142,0.00751359305508181
319,0.00203074569180327,0.0009445628583325,0.00809672720966595
320,0.00214535506043571,0.000897740219052314,0.00936101217101832
321,0.00209568877242944,0.000901199239161993,0.0091583127473129
322,0.00197789514061744,0.00090257368681356,0.00970809892447805
323,0.0019408582635084,0.000901654686444593,0.00924130012635783
324,0.0020803614953682,0.00090892528814008,0.00907034845546447
325,0.00205219261588553,0.000902963033303455,0.00936323227955873
326,0.00195665289257832,0.000905640656429241,0.00917360514714204
327,0.00193365678932775,0.00089868998480447,0.00980375450670179
328,0.00203688828174744,0.00089234764107206,0.00913258209711254
329,0.00202254239143553,0.000892644790921891,0.0078788592792258
330,0.00188972949753226,0.000904081804370967,0.00987007387626804
331,0.0018743501055331,0.000905784779491772,0.00934785721275283
332,0.00201012168771882,0.000891627803009477,0.0100581483318128
333,0.00201080651671157,0.000899755330849709,0.00844323636710724
334,0.00188939606966359,0.000906197295191311,0.00924152788439027
335,0.00188486928726971,0.000894224945611966,0.00962070473166877
336,0.00231820733628567,0.000927420367592278,0.00800695768310899
337,0.00225508404055423,0.000914664916804194,0.00940478120454567
338,0.00214793282835729,0.00089902834936002,0.00871830639415155
339,0.00210292202095469,0.0009073361708796,0.0075374200389832
340,0.00219219729494007,0.000909956424679941,0.0093777755256484
341,0.00215861835799357,0.000911591344533694,0.00854277098014801
342,0.00208402493365826,0.000919789153869483,0.0102252881048963
343,0.00205987622609445,0.000923810479222799,0.00894889962176965
344,0.00218082362874254,0.000903263965757098,0.00849278529555269
345,0.00215626818561633,0.000905617952738845,0.00803746627526002
346,0.00204978312818164,0.000915137235479794,0.00880430616710507
347,0.00202615592161418,0.000918485245789031,0.00805393066049807
348,0.00210080342909651,0.000908398263000536,0.00819440142934648
349,0.0020947316444585,0.000909066904116422,0.00878222296731644
350,0.00201268427761678,0.000913533853858025,0.00890704731069102
351,0.00200402278657551,0.000913492332514352,0.00778822354107635
352,0.00202920663748928,0.000888688934063897,0.009085046002646
353,0.00199898282076057,0.000910602982258242,0.00927087461109022
354,0.00189163402501354,0.000889144148652935,0.00810724043986942
