"code","lambdaZM_hat_T","lambdaZM_lo_T","lambdaZM_hi_T"
33,4.17931441205086e-05,1.86472523013795e-05,0.000213437080719092
34,3.98549349144923e-05,1.86034167361136e-05,0.000221505672409729
35,3.87768207439924e-05,1.86267877933452e-05,0.000207300659405094
36,4.19870275790899e-05,1.86983627122659e-05,0.000214560715375183
37,4.12752332080702e-05,1.86799604692234e-05,0.000224359580185078
38,3.93576615337539e-05,1.89510187423197e-05,0.000224114012283234
39,3.87666676623929e-05,1.88926359248055e-05,0.000208754439683385
40,4.14304167652593e-05,1.86364521827516e-05,0.000214926765758533
41,4.05730738531236e-05,1.85171533228506e-05,0.000196266837369204
42,3.86931813894731e-05,1.86384432760099e-05,0.000212184272451848
43,3.78949765725006e-05,1.87877416440063e-05,0.000203417329118957
44,4.09754968553192e-05,1.88562934174908e-05,0.000210652300895131
45,4.05050450709722e-05,1.84950991840538e-05,0.000205008274717859
46,3.86450498543234e-05,1.87252900594928e-05,0.000206640952802836
47,3.80933048702882e-05,1.86291922983289e-05,0.000202182333707445
48,4.66565616729115e-05,1.85668601091978e-05,0.000215557696920137
49,4.53255151110992e-05,1.85250745486441e-05,0.00021763409248693
50,4.35995121037031e-05,1.87401390002094e-05,0.000208041232074798
51,4.25526393957389e-05,1.87138113354691e-05,0.000206393447085019
52,4.49120332126155e-05,1.87233695966834e-05,0.000203419064976078
53,4.43882145111563e-05,1.85788928707343e-05,0.000208837457569788
54,4.29052522210178e-05,1.90087655794974e-05,0.000216341711609543
55,4.24197590217905e-05,1.88409701033725e-05,0.00021454881323732
56,4.45615864007419e-05,1.87821838372631e-05,0.000221396819583915
57,4.37954905559555e-05,1.86357649517719e-05,0.000211661158923498
58,4.23764050764628e-05,1.8816923026106e-05,0.000214292400682331
59,4.15325491050958e-05,1.86960125326534e-05,0.000192107958352782
60,4.36092812413202e-05,1.85334171951598e-05,0.000206261586373961
61,4.3255496746341e-05,1.86743544229831e-05,0.000218512383394823
62,4.21269031099427e-05,1.88106802675085e-05,0.000197616006434927
63,4.15659388380005e-05,1.87948690548125e-05,0.000208377733338912
64,4.36092890009303e-05,1.86836765739398e-05,0.000211069084132205
65,4.27903096538251e-05,1.85928183711533e-05,0.000203925399295997
66,4.01576005228056e-05,1.87598681051493e-05,0.000224853559370823
67,3.96637037354769e-05,1.87804168114082e-05,0.00021342783449854
68,4.23535140122275e-05,1.86492289836602e-05,0.000222004340349389
69,4.1993372685034e-05,1.87370910592255e-05,0.000212519540716611
70,3.96271276523425e-05,1.88432422118729e-05,0.000224688037357116
71,3.94393281582656e-05,1.88081384625669e-05,0.000215994618537096
72,4.14388064869938e-05,1.85826793686634e-05,0.000211889382853597
73,4.11775913863946e-05,1.85448771645444e-05,0.000211410130275453
74,3.83961691379381e-05,1.85445317159475e-05,0.000211635755090769
75,3.81856884856715e-05,1.86303862422096e-05,0.000207037225261533
76,4.0932096365455e-05,1.8560948029061e-05,0.000214780866751625
77,4.09428668041633e-05,1.84736177943665e-05,0.000210521147853765
78,3.82789332765385e-05,1.87284791854632e-05,0.000214394392799641
79,3.82589170431241e-05,1.87047935033677e-05,0.000216928940487252
80,4.67031700562672e-05,1.85176186045512e-05,0.000226663909076416
81,4.5811503965649e-05,1.83882458311125e-05,0.000213482387112487
82,4.33998062899431e-05,1.86698223961284e-05,0.000237221734698252
83,4.28834742911097e-05,1.8729045034762e-05,0.000226964617693389
84,4.45774851225043e-05,1.86533567058625e-05,0.000227119827767014
85,4.42864348852926e-05,1.8482114650667e-05,0.000223008843572449
86,4.23508164903521e-05,1.87471603108976e-05,0.00025075399212657
87,4.22609176129295e-05,1.87485128978381e-05,0.000229200212405994
88,4.40217985643842e-05,1.83967436354232e-05,0.000220363832261771
89,4.37181328735514e-05,1.85239202460926e-05,0.000222793756552277
90,4.14403600615468e-05,1.86833923520291e-05,0.000226931362100093
91,4.11829663913373e-05,1.87365956874684e-05,0.000226553812624757
92,4.27427717375935e-05,1.87563716326777e-05,0.00023709062416516
93,4.27768401047271e-05,1.84900852404553e-05,0.000217262903820442
94,4.08568571668863e-05,1.88858432999606e-05,0.000229506260687661
95,4.0859875710668e-05,1.88097650066436e-05,0.000218513101512064
96,4.1563047020945e-05,1.85985354491974e-05,0.000223416461395444
97,4.09219255835544e-05,1.86375669601232e-05,0.000213870095625454
98,3.8532326500822e-05,1.87563062190535e-05,0.000233981777535946
99,3.81696242217286e-05,1.8924444859746e-05,0.000223804556975738
100,4.08175418952087e-05,1.85348648353965e-05,0.000223067055716998
101,4.06601484228016e-05,1.88394691308258e-05,0.000208694803300276
102,3.84002916314389e-05,1.89042706742593e-05,0.000216505402617774
103,3.83669940554773e-05,1.88400301028645e-05,0.000238851524471249
104,3.96010203506632e-05,1.85478072391572e-05,0.00023662997578809
105,3.95391574613821e-05,1.8529849776911e-05,0.000206369783294808
106,3.70395696401776e-05,1.86422600093573e-05,0.000210302743752447
107,3.70232300256619e-05,1.86185684667577e-05,0.000217023877453897
108,3.94305791867037e-05,1.85880729477314e-05,0.000221538202474781
109,3.9580177506552e-05,1.8417201340311e-05,0.000219548685100096
110,3.7236276356486e-05,1.86692665988041e-05,0.000220549867844065
111,3.7355218065993e-05,1.84203165146352e-05,0.000213181860349556
112,4.46424965921951e-05,1.85072230468038e-05,0.000215407872372967
113,4.41010468114583e-05,1.85995086835653e-05,0.000214301156446736
114,4.18590814315016e-05,1.879129883575e-05,0.000216671568464426
115,4.15768153452194e-05,1.87517086753967e-05,0.000231169627671493
116,4.32086052125653e-05,1.87225748880024e-05,0.000236955229553982
117,4.32483912500203e-05,1.85626019854421e-05,0.000225385498691191
118,4.13671124075e-05,1.90378502661046e-05,0.00023468475811733
119,4.1486759669133e-05,1.87512322480476e-05,0.000215323278699544
120,4.24256602316648e-05,1.86461599322663e-05,0.000225433225877908
